Taxonomy,Taxon_ID,target.gene,BRC.ID,Superclass,Class,Subclass,Gene_Name,EC.number,Accession,Alt.Locus.Tag,Feature.ID,Feature.Type,Start,End,Length.1,Strand.x,FIGfam.ID,PATRIC.genus.specific.families..PLfams.,PATRIC.cross.genus.families..PGfams.,Protein.ID,AA.Length,Patric_Product,GO
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1767,fig|83332.111.peg.1970,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1970,PATRIC.83332.111.CP003248.CDS.2000081.2000440.fwd,CDS,2000081,2000440,360,+,FIG01384312,PLF_1763_00003739,PGF_00035159,AFN49696.1,119,Possible carboxymuconolactone decarboxylase family protein (EC 4.1.1.44),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2743c,fig|83332.111.peg.3054,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3054,PATRIC.83332.111.CP003248.CDS.3056430.3057242.rev,CDS,3056430,3057242,813,-,FIG00861888,PLF_1763_00002498,PGF_02426623,AFN50717.1,270,POSSIBLE CONSERVED MEMBRANE ALANINE RICH PROTEIN,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2969c,fig|83332.111.peg.3308,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3308,PATRIC.83332.111.CP003248.CDS.3323719.3324486.rev,CDS,3323719,3324486,768,-,FIG01328650,PLF_1763_00002161,PGF_00029288,AFN50952.1,255,POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2721c,fig|83332.111.peg.3027,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3027,PATRIC.83332.111.CP003248.CDS.3032530.3034629.rev,CDS,3032530,3034629,2100,-,FIG01391152,PLF_1763_00009726,PGF_00029291,AFN50694.1,699,POSSIBLE CONSERVED TRANSMEMBRANE ALANINE AND GLYCINE RICH PROTEIN,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3354,fig|83332.111.peg.3743,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3743,PATRIC.83332.111.CP003248.CDS.3769282.3769671.fwd,CDS,3769282,3769671,390,+,FIG01327136,PLF_1763_00003698,PGF_02405547,AFN51365.1,129,Possible lipoprotein LprJ,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1525,fig|83332.111.peg.1702,,Unknown,Hypothetical protein,wbbL2,,CP003248,VBIMycTub226894_1702,PATRIC.83332.111.CP003248.CDS.1720056.1720808.fwd,CDS,1720056,1720808,753,+,FIG01317637,PLF_1763_00003835,PGF_02412913,AFN49442.1,250,POSSIBLE RHAMNOSYL TRANSFERASE WBBL2,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2700,fig|83332.111.peg.3006,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3006,PATRIC.83332.111.CP003248.CDS.3015450.3015863.fwd,CDS,3015450,3015863,414,+,FIG01350918,PLF_1763_00002383,PGF_00035289,AFN50673.1,137,Possible secreted alanine rich protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3104c,fig|83332.111.peg.3458,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3458,PATRIC.83332.111.CP003248.CDS.3471849.3472775.rev,CDS,3471849,3472775,927,-,FIG00021330,PLF_1763_00000559,PGF_10340618,AFN51096.1,308,Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1069c,fig|83332.111.peg.1190,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1190,PATRIC.83332.111.CP003248.CDS.1192515.1194278.rev,CDS,1192515,1194278,1764,-,FIG01329746,PLF_1763_00001093,PGF_00036084,AFN48965.1,587,Predicted membrane protein (DUF2319),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1586c,fig|83332.111.peg.1764,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1764,PATRIC.83332.111.CP003248.CDS.1787103.1788122.rev,CDS,1787103,1788122,1020,-,FIG01447209,PLF_1763_00004260,PGF_02414681,AFN49504.1,339,Probable phiRv1 integrase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2560,fig|83332.111.peg.2861,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2861,PATRIC.83332.111.CP003248.CDS.2880085.2881062.fwd,CDS,2880085,2881062,978,+,FIG01320781,PLF_1763_00002636,PGF_00029422,AFN50531.1,325,PROBABLE PROLINE AND GLYCINE RICH TRANSMEMBRANE PROTEIN,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2943,fig|83332.111.peg.3277,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3277,PATRIC.83332.111.CP003248.CDS.3288474.3289715.fwd,CDS,3288474,3289715,1242,+,FIG01306568,PLF_1763_00000056,PGF_06680583,AFN50926.1,413,PROBABLE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1533,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2507,fig|83332.111.peg.2804,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2804,PATRIC.83332.111.CP003248.CDS.2822778.2823269.fwd,CDS,2822778,2823269,492,+,FIG01329840,PLF_1763_00171259,PGF_03059572,AFN50475.1,163,Proline rich protein similar to MmpS3,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3209,fig|83332.111.peg.3584,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3584,PATRIC.83332.111.CP003248.CDS.3586537.3586830.fwd,CDS,3586537,3586830,294,+,FIG00672847,PLF_1763_00054630,PGF_03059572,AFN51210.1,97,Proline rich protein similar to MmpS3,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0040c,fig|83332.111.peg.45,,Unknown,Hypothetical protein,mtc28,,CP003248,VBIMycTub226894_0045,PATRIC.83332.111.CP003248.CDS.42433.43365.rev,CDS,42433,43365,933,-,FIG01257277,PLF_1763_00243643,PGF_00037546,AFN47883.1,310,Proline-rich 28 kDa antigen precursor,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2410c,fig|83332.111.peg.2694,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2694,PATRIC.83332.111.CP003248.CDS.2707343.2708320.rev,CDS,2707343,2708320,978,-,FIG00537369,PLF_1763_00001003,PGF_01042036,AFN50375.1,325,Protein containing domains DUF403,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2411c,fig|83332.111.peg.2695,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2695,PATRIC.83332.111.CP003248.CDS.2708320.2709966.rev,CDS,2708320,2709966,1647,-,FIG00537781,PLF_1763_00000479,PGF_00038061,AFN50376.1,548,"Protein containing domains DUF404, DUF407",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2567,fig|83332.111.peg.2869,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2869,PATRIC.83332.111.CP003248.CDS.2889805.2892459.fwd,CDS,2889805,2892459,2655,+,FIG00998060,PLF_1763_00000322,PGF_00038062,AFN50537.1,884,"Protein containing domains DUF404, DUF407, DUF403",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2409c,fig|83332.111.peg.2693,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2693,PATRIC.83332.111.CP003248.CDS.2706504.2707343.rev,CDS,2706504,2707343,840,-,FIG00453060,PLF_1763_00001386,PGF_00038071,AFN50374.1,279,"Protein containing transglutaminase-like domain, putative cysteine protease",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1044,fig|83332.111.peg.1161,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1161,PATRIC.83332.111.CP003248.CDS.1167249.1167680.fwd,CDS,1167249,1167680,432,+,FIG00820088,PLF_1763_00003496,PGF_02412526,AFN48936.1,143,Protein co-occurring with FIG00645039: hypothetical protein with HTH-domain,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3633,fig|83332.111.peg.4039,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4039,PATRIC.83332.111.CP003248.CDS.4071970.4072845.fwd,CDS,4071970,4072845,876,+,FIG01342075,PLF_1763_00003050,PGF_02410993,AFN51651.1,291,Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2639c,fig|83332.111.peg.2943,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2943,PATRIC.83332.111.CP003248.CDS.2965036.2965368.rev,CDS,2965036,2965368,333,-,FIG01339669,PLF_1763_00002228,PGF_03022389,AFN50612.1,110,Protein of unknown function UPF0060,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1488,fig|83332.111.peg.1655,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1655,PATRIC.83332.111.CP003248.CDS.1677403.1678548.fwd,CDS,1677403,1678548,1146,+,FIG00000531,PLF_1763_00000950,PGF_00634936,AFN49401.1,381,Protein QmcA (possibly involved in integral membrane quality control),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1159A,fig|83332.111.peg.1300,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1300,PATRIC.83332.111.CP003248.CDS.1286289.1286567.rev,CDS,1286289,1286567,279,-,FIG00004933,PLF_1763_00124303,PGF_00645046,AFN49063.1,92,Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96),GO:0008124|4-alpha-hydroxytetrahydrobiopterin dehydratase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2577,fig|83332.111.peg.2880,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2880,PATRIC.83332.111.CP003248.CDS.2900928.2902517.fwd,CDS,2900928,2902517,1590,+,FIG01328760,PLF_1763_00002314,PGF_00039020,AFN50547.1,529,Purple acid phosphatase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1487,fig|83332.111.peg.1654,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1654,PATRIC.83332.111.CP003248.CDS.1676947.1677381.fwd,CDS,1676947,1677381,435,+,FIG00019415,PLF_1763_00001198,PGF_10482976,AFN49400.1,144,Putative activity regulator of membrane protease YbbK,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3578,fig|83332.111.peg.3987,,Unknown,Hypothetical protein,arsB2,,CP003248,VBIMycTub226894_3987,PATRIC.83332.111.CP003248.CDS.4020321.4021562.fwd,CDS,4020321,4021562,1242,+,FIG00081580,PLF_1763_00001697,PGF_10364890,AFN51597.1,413,putative anion permease,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3208A,fig|83332.111.peg.3582,,Unknown,Hypothetical protein,TB9.4,,CP003248,VBIMycTub226894_3582,PATRIC.83332.111.CP003248.CDS.3585673.3585960.rev,CDS,3585673,3585960,288,-,FIG00945249,PLF_1763_00001860,PGF_00039116,AFN51209.1,95,Putative ATP-binding protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3096,fig|83332.111.peg.3449,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3449,PATRIC.83332.111.CP003248.CDS.3464544.3465683.fwd,CDS,3464544,3465683,1140,+,FIG01349580,PLF_1763_00000978,PGF_00406536,AFN51087.1,379,putative cellulase family,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1682,fig|83332.111.peg.1869,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1869,PATRIC.83332.111.CP003248.CDS.1906479.1907327.fwd,CDS,1906479,1907327,849,+,FIG01310516,PLF_1763_00002730,PGF_02409969,AFN49603.1,282,putative cellulose-binding protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0080,fig|83332.111.peg.93,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0093,PATRIC.83332.111.CP003248.CDS.89019.89477.fwd,CDS,89019,89477,459,+,FIG01342470,PLF_1763_00003654,PGF_00039226,AFN47926.1,152,Putative DNA-binding protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3129,fig|83332.111.peg.3487,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3487,PATRIC.83332.111.CP003248.CDS.3494732.3494989.fwd,CDS,3494732,3494989,258,+,FIG00666011,PLF_1763_00002543,PGF_00709397,AFN51120.1,85,Putative DNA-binding protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2836c,fig|83332.111.peg.3154,,Unknown,Hypothetical protein,dinF,,CP003248,VBIMycTub226894_3154,PATRIC.83332.111.CP003248.CDS.3142319.3143638.rev,CDS,3142319,3143638,1320,-,FIG01378741,PLF_1763_00001474,PGF_00405820,AFN50815.1,439,putative DNA-damage-inducible protein F,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2020c,fig|83332.111.peg.2251,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2251,PATRIC.83332.111.CP003248.CDS.2266429.2266716.rev,CDS,2266429,2266716,288,-,FIG01407404,PLF_1763_00003658,PGF_10399070,AFN49960.1,95,Putative helicase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1191,fig|83332.111.peg.1331,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1331,PATRIC.83332.111.CP003248.CDS.1333895.1334851.fwd,CDS,1333895,1334851,957,+,FIG01121797,PLF_1763_00001736,PGF_00041331,AFN49095.1,318,Putative hydrolase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0911,fig|83332.111.peg.1008,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1008,PATRIC.83332.111.CP003248.CDS.1015402.1016175.fwd,CDS,1015402,1016175,774,+,FIG01326450,PLF_1763_00150744,PGF_08073198,AFN48794.1,257,Putative hydroxylase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2180c,fig|83332.111.peg.2427,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2427,PATRIC.83332.111.CP003248.CDS.2442335.2443222.rev,CDS,2442335,2443222,888,-,FIG01121868,PLF_1763_00000095,PGF_00041719,AFN50128.1,295,Putative integral membrane protein SCO2176,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0064,fig|83332.111.peg.73,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0073,PATRIC.83332.111.CP003248.CDS.68617.71556.fwd,CDS,68617,71556,2940,+,FIG00525068,PLF_1763_00002726,PGF_02975845,AFN47907.1,979,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0180c,fig|83332.111.peg.207,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0207,PATRIC.83332.111.CP003248.CDS.210890.212248.rev,CDS,210890,212248,1359,-,FIG01121868,PLF_1763_00001651,PGF_12721490,AFN48029.1,452,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0314c,fig|83332.111.peg.350,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0350,PATRIC.83332.111.CP003248.CDS.382879.383541.rev,CDS,382879,383541,663,-,FIG00485194,PLF_1763_00002833,PGF_10465394,AFN48169.1,220,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0383c,fig|83332.111.peg.422,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0422,PATRIC.83332.111.CP003248.CDS.458462.459316.rev,CDS,458462,459316,855,-,FIG01121868,PLF_1763_00003586,PGF_12783467,AFN48238.1,284,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0394c,fig|83332.111.peg.434,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0434,PATRIC.83332.111.CP003248.CDS.474125.474814.rev,CDS,474125,474814,690,-,FIG01121868,PLF_1763_00002868,PGF_02410379,AFN48248.1,229,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0398c,fig|83332.111.peg.438,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0438,PATRIC.83332.111.CP003248.CDS.476682.477323.rev,CDS,476682,477323,642,-,FIG01121868,PLF_1763_00002377,PGF_02408531,AFN48253.1,213,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0401,fig|83332.111.peg.441,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0441,PATRIC.83332.111.CP003248.CDS.479792.480163.fwd,CDS,479792,480163,372,+,FIG01121868,PLF_1763_00002320,PGF_00408862,AFN48256.1,123,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0420c,fig|83332.111.peg.461,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0461,PATRIC.83332.111.CP003248.CDS.506564.506905.rev,CDS,506564,506905,342,-,FIG01121868,PLF_1763_00003351,PGF_00408779,AFN48275.1,113,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0426c,fig|83332.111.peg.467,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0467,PATRIC.83332.111.CP003248.CDS.515376.515837.rev,CDS,515376,515837,462,-,FIG01121868,PLF_1763_00003058,PGF_02410999,AFN48281.1,153,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0455c,fig|83332.111.peg.498,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0498,PATRIC.83332.111.CP003248.CDS.545378.545824.rev,CDS,545378,545824,447,-,FIG01121868,PLF_1763_00002378,PGF_00409142,AFN48311.1,148,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0460,fig|83332.111.peg.504,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0504,PATRIC.83332.111.CP003248.CDS.551713.551991.fwd,CDS,551713,551991,279,+,FIG01121868,PLF_1763_00002274,PGF_00731023,AFN48318.1,92,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0461,fig|83332.111.peg.505,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0505,PATRIC.83332.111.CP003248.CDS.551984.552553.fwd,CDS,551984,552553,570,+,FIG01121868,PLF_1763_00002717,PGF_02409955,AFN48319.2,189,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0463,fig|83332.111.peg.507,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0507,PATRIC.83332.111.CP003248.CDS.554058.554312.fwd,CDS,554058,554312,255,+,FIG01121868,PLF_1763_00003230,PGF_10364876,AFN48321.1,84,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0473,fig|83332.111.peg.518,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0518,PATRIC.83332.111.CP003248.CDS.563570.564937.fwd,CDS,563570,564937,1368,+,FIG01121868,PLF_1763_00002068,PGF_03817355,AFN48332.1,455,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0477,fig|83332.111.peg.523,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0523,PATRIC.83332.111.CP003248.CDS.567007.567225.fwd,CDS,567007,567225,219,+,FIG01340371,PLF_1763_00003060,PGF_00409275,AFN48336.1,72,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0479c,fig|83332.111.peg.525,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0525,PATRIC.83332.111.CP003248.CDS.567924.568673.rev,CDS,567924,568673,750,-,FIG01121868,PLF_1763_00002948,PGF_00409408,AFN48338.1,249,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0514,fig|83332.111.peg.566,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0566,PATRIC.83332.111.CP003248.CDS.606152.606451.fwd,CDS,606152,606451,300,+,FIG01121868,PLF_1763_00003451,PGF_12766871,AFN48376.1,99,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0519c,fig|83332.111.peg.573,,Unknown,Hypothetical protein,,2.3.1.122; 2.3.1.20,CP003248,VBIMycTub226894_0573,PATRIC.83332.111.CP003248.CDS.611175.612077.rev,CDS,611175,612077,903,-,FIG01121868,PLF_1763_00002196,PGF_02893337,AFN48381.1,300,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0531,fig|83332.111.peg.586,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0586,PATRIC.83332.111.CP003248.CDS.622332.622649.fwd,CDS,622332,622649,318,+,FIG01121868,PLF_1763_00002986,PGF_00818529,AFN48393.1,105,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0537c,fig|83332.111.peg.592,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0592,PATRIC.83332.111.CP003248.CDS.628301.629734.rev,CDS,628301,629734,1434,-,FIG01121868,PLF_1763_00123765,PGF_00409279,AFN48399.1,477,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0541c,fig|83332.111.peg.597,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0597,PATRIC.83332.111.CP003248.CDS.633058.634407.rev,CDS,633058,634407,1350,-,FIG00092051,PLF_1763_00002067,PGF_12689461,AFN48403.1,449,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0544c,fig|83332.111.peg.600,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0600,PATRIC.83332.111.CP003248.CDS.635938.636216.rev,CDS,635938,636216,279,-,FIG01121868,PLF_1763_00002718,PGF_00409359,AFN48406.1,92,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0556,fig|83332.111.peg.613,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0613,PATRIC.83332.111.CP003248.CDS.647962.648477.fwd,CDS,647962,648477,516,+,FIG01121868,PLF_1763_00000791,PGF_00724047,AFN48418.1,171,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0585c,fig|83332.111.peg.646,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0646,PATRIC.83332.111.CP003248.CDS.681888.684275.rev,CDS,681888,684275,2388,-,FIG01121868,PLF_1763_00002532,PGF_02409204,AFN48448.1,795,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0615,fig|83332.111.peg.682,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0682,PATRIC.83332.111.CP003248.CDS.710351.710590.fwd,CDS,710351,710590,240,+,FIG01121868,PLF_1763_00003352,PGF_02412354,AFN48482.1,79,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0621,fig|83332.111.peg.689,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0689,PATRIC.83332.111.CP003248.CDS.714454.715269.fwd,CDS,714454,715269,816,+,FIG01121868,PLF_1763_00003276,PGF_03052445,AFN48489.1,271,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0633c,fig|83332.111.peg.701,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0701,PATRIC.83332.111.CP003248.CDS.729330.730169.rev,CDS,729330,730169,840,-,FIG01121868,PLF_1763_00001964,PGF_02405967,AFN48501.1,279,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0658c,fig|83332.111.peg.731,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0731,PATRIC.83332.111.CP003248.CDS.753696.754352.rev,CDS,753696,754352,657,-,FIG01121868,PLF_1763_00002654,PGF_02991359,AFN48528.1,218,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0680c,fig|83332.111.peg.755,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0755,PATRIC.83332.111.CP003248.CDS.780045.780419.rev,CDS,780045,780419,375,-,FIG01121868,PLF_1763_00003061,PGF_00409130,AFN48552.1,124,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0912,fig|83332.111.peg.1009,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1009,PATRIC.83332.111.CP003248.CDS.1016270.1016689.fwd,CDS,1016270,1016689,420,+,FIG00662132,PLF_1763_00002354,PGF_02937204,AFN48795.1,139,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1081c,fig|83332.111.peg.1203,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1203,PATRIC.83332.111.CP003248.CDS.1205989.1206423.rev,CDS,1205989,1206423,435,-,FIG00821096,PLF_1763_00002330,PGF_00408693,AFN48977.1,144,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1132,fig|83332.111.peg.1264,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1264,PATRIC.83332.111.CP003248.CDS.1257330.1259060.fwd,CDS,1257330,1259060,1731,+,FIG00818075,PLF_1763_00000116,PGF_04977504,AFN49031.1,576,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1171,fig|83332.111.peg.1312,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1312,PATRIC.83332.111.CP003248.CDS.1301426.1301752.fwd,CDS,1301426,1301752,327,+,FIG00820429,PLF_1763_00003519,PGF_08142921,AFN49076.1,108,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1230c,fig|83332.111.peg.1375,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1375,PATRIC.83332.111.CP003248.CDS.1372968.1374113.rev,CDS,1372968,1374113,1146,-,FIG00692835,PLF_1763_00001526,PGF_08077981,AFN49134.1,381,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1249c,fig|83332.111.peg.1394,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1394,PATRIC.83332.111.CP003248.CDS.1393200.1393988.rev,CDS,1393200,1393988,789,-,FIG01121868,PLF_1763_00002220,PGF_00409083,AFN49153.1,262,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1269c,fig|83332.111.peg.1417,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1417,PATRIC.83332.111.CP003248.CDS.1418585.1418959.rev,CDS,1418585,1418959,375,-,FIG01121868,PLF_1763_00003450,PGF_00409363,AFN49173.1,124,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1431,fig|83332.111.peg.1590,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1590,PATRIC.83332.111.CP003248.CDS.1608089.1609858.fwd,CDS,1608089,1609858,1770,+,FIG01121868,PLF_1763_00001688,PGF_04977504,AFN49340.1,589,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1476,fig|83332.111.peg.1643,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1643,PATRIC.83332.111.CP003248.CDS.1666210.1666770.fwd,CDS,1666210,1666770,561,+,FIG01121868,PLF_1763_00356008,PGF_00408565,AFN49389.1,186,putative membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1510,fig|83332.111.peg.1684,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1684,PATRIC.83332.111.CP003248.CDS.1701328.1702599.fwd,CDS,1701328,1702599,1272,+,FIG00638284,PLF_1763_00155645,PGF_03661863,AFN49425.1,423,putative membrane protein,
